,a_exp,a_score,a_star,d_exp,d_score,da_coop,dp_coop,pw_coop,title
86,0.0,43.77695,0,0.0,0.0,0.0,0.0,0.0,Dawn of the Dead
87,2.0,1787.7970000000003,2,1.0,109.7674,0.3333333333333333,0.0,0.5333333333333333,Dawn of the Planet of the Apes
88,2.25,410.881175,0,3.0,999.8413,0.0,1.0,0.0,The Day After Tomorrow
89,1.0,1049.934475,2,0.0,101.4239,0.0,0.5,0.0,The Day the Earth Stood Still
90,3.0,479.67383333333333,0,2.0,163.0874,0.3333333333333333,3.0,0.0,De-Lovely
91,0.0,187.15269999999998,0,1.0,254.9701,0.0,0.0,0.0,Dear John
92,7.0,709.4734,1,2.0,135.1963,0.125,0.0,0.0,Death at a Funeral
93,3.6666666666666665,553.0297333333333,0,2.0,249.0281,0.0,1.0,0.14285714285714285,Death Race
94,6.0,1152.6085666666665,2,0.0,116.2838,0.0,0.0,0.0,Death to Smoochy
95,3.25,560.55185,0,2.0,49.2859,0.0,0.0,0.5,The Debt
96,3.25,866.5737000000001,2,4.0,625.6162,0.5,1.0,1.0,Deja Vu
97,0.0,875.06665,0,1.0,247.8148,0.0,1.0,0.3333333333333333,Deliver Us From Evil
98,8.0,972.4159,1,0.0,0.0,0.0,0.0,0.0,Delivery Man
99,5.5,1411.2924,2,5.0,365.307,0.5,0.3333333333333333,0.0,The Departed
100,0.5,338.42665,0,0.0,0.0,0.0,0.0,0.0,Derailed
101,0.6666666666666666,729.5551,1,0.0,0.0,0.0,0.0,0.5,Despicable Me
102,2.0,1153.36965,2,1.0,282.268,0.4,1.0,2.0,Despicable Me 2
103,2.75,403.12925,0,1.0,10.3945,0.0,0.0,0.0,The Devil Wears Prada
104,2.0,63.848,0,0.0,411.4496,0.0,0.0,0.0,The Devil's Double
105,0.5,307.7256,0,0.0,0.0,0.0,0.0,0.0,Diary of a Wimpy Kid
106,3.0,459.7778,0,0.0,107.5511,0.0,0.0,0.0,Diary of a Wimpy Kid: Dog Days
107,1.0,390.0581,0,0.0,107.5511,0.0,0.0,0.0,Diary of a Wimpy Kid: Rodrick Rules
108,5.333333333333333,780.7058666666667,0,2.0,242.1157,0.6666666666666666,0.4,0.3125,The Dictator
109,2.0,618.507825,2,0.0,75.1718,0.0,0.0,1.0,Die Another Day
110,4.75,963.3853,1,2.0,1224.824,0.16666666666666666,3.5,0.0,The Dilemma
111,5.25,629.863475,1,5.0,1333.5445,0.0,0.0,0.0,Dinner for Schmucks
112,2.0,209.7062,0,0.5,32.09385,0.5,0.25,0.75,Disaster Movie
113,5.5,1118.63925,1,1.0,366.3802,0.0,0.0,0.0,Disney's The Kid
114,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,District 9
115,1.3333333333333333,671.9641,0,2.0,77.7776,0.0,0.0,0.0,Disturbia
116,2.0,197.04154999999997,0,1.0,139.4388,0.0,0.0,0.0,Divergent
117,0.75,198.828325,0,1.0,327.1976,0.0,0.0,0.0,The Divergent Series: Insurgent
118,4.0,694.2495666666667,1,0.0,0.0,0.0,0.0,0.0,Divine Secrets of the Ya-Ya Sisterhood
119,4.75,563.1777,1,0.0,0.0,0.0,0.0,0.0,DodgeBall: A True Underdog Story
120,2.5,469.87325,0,0.0,0.0,0.0,0.0,0.0,Don Jon
121,0.5,477.87300000000005,0,0.0,0.0,0.0,0.0,0.0,Don't Be Afraid of the Dark
122,0.0,614.587,1,0.0,218.9759,0.0,0.0,0.0,Doom
123,1.6666666666666667,230.91840000000002,0,1.0,0.1719,0.0,0.0,0.0,The Door in the Floor
124,3.0,618.5069,0,0.0,174.8382,0.0,0.0,0.0,Down to Earth
125,3.0,603.9501,1,0.0,0.0,0.0,0.0,0.0,Dr. Dolittle 2
126,0.0,828.3407500000001,1,0.0,0.0,0.0,0.0,0.0,Dr. Seuss' Horton Hears a Who!
127,0.25,588.697475,0,0.0,282.268,0.0,1.0,1.5,Dr. Seuss' The Lorax
128,1.25,469.502675,2,2.0,83.8674,0.0,0.0,0.0,Dr. T and the Women
129,0.3333333333333333,108.44833333333332,0,0.0,0.0,0.0,0.0,0.0,Dracula 2000
130,2.0,250.9816,0,0.0,0.0,0.0,0.0,0.0,Dracula Untold
131,2.0,1050.8551,0,1.0,1624.6731,0.0,0.0,0.0,Drag Me to Hell
132,3.0,1278.2048,2,0.0,981.0368,0.0,0.5,0.0,Dragonfly
133,2.0,748.3563333333333,0,0.0,74.2246,0.0,0.0,0.0,Dream House
134,0.6666666666666666,586.7718333333333,1,0.0,85.2018,0.0,0.0,0.0,Dreamcatcher
135,1.6666666666666667,784.4182333333333,1,0.0,87.1733,0.0,0.0,0.0,Dredd
136,1.0,362.56960000000004,0,0.0,0.1195,0.0,0.0,0.0,Drive
137,2.0,600.4598,0,0.0,627.3002,1.0,0.0,0.0,Driven
138,2.25,450.092125,0,0.0,0.0,0.0,0.0,0.0,The Drop
139,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Drumline
140,2.75,701.235,0,4.0,365.2685,0.0,0.6666666666666666,0.3333333333333333,Due Date
141,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,The DUFF
142,3.0,390.4158,0,1.0,27.5635,0.0,0.0,0.0,The Dukes of Hazzard
143,7.5,1285.74885,0,5.0,248.0949,0.0,1.3333333333333333,0.0,Dumb and Dumber To
144,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Dungeons & Dragons
145,7.5,1149.2639,2,0.0,116.2838,0.0,0.0,0.0,Duplex
146,2.0,1183.8052,2,0.0,61.1961,0.25,0.5,0.0,Duplicity
147,0.3333333333333333,552.3965999999999,0,0.0,67.0382,0.0,0.0,0.0,The Eagle
148,1.0,545.679475,0,3.0,77.7776,0.0,0.0,0.0,Eagle Eye
149,2.5,292.448125,0,0.0,0.0,0.0,0.0,0.0,Easy A
150,3.25,1013.5043250000001,2,1.0,9.2711,0.0,0.6666666666666666,0.6666666666666666,Eat Pray Love
151,0.5,594.8181,0,0.0,398.613,0.0,0.0,0.5,Edge of Darkness
152,2.3333333333333335,1257.6516,1,3.0,358.7557,0.0,0.0,0.0,Edge of Tomorrow
153,2.5,529.0995,0,0.0,0.0,0.0,0.0,0.0,An Education
154,1.0,686.0348,0,1.0,161.2992,0.0,0.0,0.0,Eight Below
155,0.5,393.74604999999997,0,1.0,219.102,0.0,0.0,0.0,Elektra
156,4.0,348.07450000000006,0,1.0,95.1631,0.0,0.0,0.0,Elf
157,4.5,1097.6586,2,3.0,498.1981,0.0,1.0,1.0,Elizabethtown
158,0.5,759.9064,1,1.0,134.1755,0.25,0.0,0.0,Elysium
159,0.6666666666666666,279.34726666666666,1,0.0,198.2092,0.6666666666666666,0.0,0.0,The Emperor's Club
160,3.5,563.12585,0,3.0,36.2775,0.0,0.0,0.0,End of Watch
161,0.0,142.737,0,0.0,21.9847,0.0,0.0,0.0,Endless Love
162,1.0,506.9064,0,2.0,414.1066,0.0,0.0,0.0,Enough
163,5.75,1075.74235,3,5.0,498.4592,0.0,0.0,0.0,Envy
164,0.25,556.8091,0,2.0,436.1114,0.0,0.0,0.0,Epic
165,2.6666666666666665,656.2979333333334,0,0.0,223.915,0.0,0.0,0.0,The Equalizer
166,1.5,1034.8240500000002,1,2.0,74.1062,0.0,0.6666666666666666,0.0,Erin Brockovich
167,0.0,640.6209249999999,0,0.0,0.0,0.0,0.0,0.0,Escape From Planet Earth
168,3.0,1261.451025,3,0.0,1.0513,0.0,0.0,0.5,Eternal Sunshine of the Spotless Mind
169,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Eurotrip
170,3.6666666666666665,779.6883333333334,1,6.0,1225.3568,0.6666666666666666,1.1666666666666667,0.2857142857142857,Evan Almighty
171,1.0,688.3441499999999,0,1.0,157.0406,0.0,1.0,0.0,Everest
172,6.75,1040.99075,1,0.0,0.0,0.0,0.0,0.0,Everybody's Fine
173,1.0,127.67065,0,0.0,0.0,0.0,0.0,0.0,Evil Dead
174,2.5,813.35245,1,6.0,587.1276,0.0,2.5,0.0,Evolution
175,0.0,112.65775,0,0.0,0.0,0.0,0.0,0.0,Ex Machina
176,1.0,322.5254,0,0.0,0.0,0.0,0.0,0.0,Exit Wounds
177,2.75,1063.040175,2,2.0,524.315,0.0,0.0,0.125,Exodus: Gods and Kings
178,0.5,753.37915,0,0.0,0.0,0.0,0.0,0.0,The Exorcism of Emily Rose
179,1.0,563.7356,0,1.0,436.7237,1.0,0.0,0.0,Exorcist: The Beginning
180,4.0,478.04955,0,1.0,142.3882,0.0,0.0,0.0,The Expendables
181,4.25,446.991375,0,1.0,263.9696,0.0,0.0,0.0,The Expendables 2
182,4.25,526.993925,0,2.0,19.0456,0.0,0.0,0.0,Extract
183,1.6666666666666667,745.1981333333333,0,1.0,97.098,0.0,0.0,0.0,Extraordinary Measures
184,1.0,257.15229999999997,0,0.0,23.2466,0.0,0.0,0.0,Eye of the Beholder
185,4.5,774.13375,1,2.0,148.2438,0.0,0.0,0.0,Failure to Launch
186,1.3333333333333333,510.9061333333334,0,3.0,558.6655,0.0,0.5,0.0,Fair Game
187,3.5,510.37407499999995,0,0.0,19.0479,0.0,0.0,0.0,The Family
188,1.6666666666666667,612.5902,2,2.0,336.0335,0.0,0.0,0.0,The Family Man
189,3.0,269.83332499999995,0,0.0,0.0,0.0,0.0,0.0,The Family Stone
190,3.0,447.17689999999993,0,3.0,279.5797,0.3333333333333333,0.0,0.6666666666666666,Fantastic Four
191,0.0,416.45346666666666,1,0.0,112.9416,0.0,0.0,0.5,Fantastic Four
192,0.3333333333333333,711.1095666666666,1,1.0,372.9797,1.0,1.0,0.0,Fantastic Four: Rise of the Silver Surfer
193,0.25,1309.33965,2,0.0,155.2058,1.2,1.3333333333333333,1.1428571428571428,Fantastic Mr. Fox
194,4.75,831.722525,0,4.0,517.8142,1.75,2.5,2.5,Fast & Furious 6
195,2.75,542.282375,0,2.0,105.2982,0.2,0.5,0.5,Fast and Furious
196,0.0,50.967549999999996,0,1.0,164.565,0.0,0.0,0.0,The Fast and the Furious
197,3.0,713.81035,0,3.0,292.3256,0.8571428571428571,1.5,1.5,Fast Five
198,1.0,797.4553999999999,0,0.0,78.3088,0.0,0.0,0.0,Faster
199,1.6666666666666667,690.9958666666666,1,0.0,0.0,0.0,0.0,0.0,The Fault in our Stars
200,12.0,1427.5827,1,7.0,953.5881,0.0,3.5,0.0,Fever Pitch
201,7.0,642.769925,0,1.0,325.1305,0.2,0.0,0.0,The Fifth Estate
202,2.75,817.5946499999999,2,1.0,121.0418,0.5,0.0,0.0,The Fighter
203,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Final Destination
204,0.0,0.0,0,1.0,152.8633,0.0,0.0,0.0,Final Destination 3
205,0.0,358.74490000000003,0,0.5,402.36365,0.0,0.5,0.3333333333333333,Finding Nemo
206,2.75,545.6594749999999,1,1.0,46.6166,0.0,0.0,0.0,Finding Neverland
207,2.5,411.657875,0,1.0,142.6141,0.25,1.6666666666666667,0.8333333333333334,The Five-Year Engagement
208,3.6666666666666665,970.1848666666665,1,1.0,486.7358,0.0,0.0,0.0,Flight
209,1.25,439.296925,0,0.0,89.5652,0.0,1.0,0.0,Flight of the Phoenix
210,0.0,0.0,0,4.0,236.654,0.0,0.0,0.0,Flipped
211,0.0,1495.5658250000001,3,0.0,0.0,0.0,0.0,0.0,Flushed Away
212,2.0,812.0123,1,2.0,94.2562,0.0,1.0,0.0,Focus
213,1.5,442.19537499999996,0,4.0,673.1469,0.0,0.0,0.0,Fool's Gold
214,2.5,663.43335,0,0.0,287.9865,0.0,0.0,0.0,For Colored Girls
215,0.0,1.545975,0,0.0,0.0,0.0,0.0,0.14285714285714285,Forgetting Sarah Marshall
216,5.0,1645.4175,1,2.0,179.579,0.0,0.0,0.0,The Forgotten
217,3.5,1733.92185,1,1.0,59.135,0.0,0.0,0.0,Formula 51
218,0.0,810.6768999999999,0,0.0,5.7734,0.0,0.5,0.5,The Fountain
219,2.75,398.335675,1,2.0,440.5858,0.6,0.0,0.0,Four Brothers
220,4.75,1136.748125,2,0.0,0.0,0.0,0.0,0.0,Four Christmases
221,1.0,627.152,0,1.0,1083.6942,0.0,0.0,0.3333333333333333,Frankenweenie
222,1.0,212.75055,0,2.0,17.131,0.0,0.0,0.0,Freaky Friday
223,2.0,1267.1822333333332,1,1.0,186.3823,0.3333333333333333,0.0,0.0,Free Birds
224,1.5,310.98384999999996,0,1.0,23.3127,0.0,0.6666666666666666,0.6666666666666666,Freedom Writers
225,0.0,407.706,0,1.0,156.5381,0.0,0.0,0.0,Frequency
226,1.3333333333333333,374.4699,0,1.0,3.2304,0.0,0.0,0.0,Frida
227,1.25,213.34269999999998,0,0.0,17.9626,0.0,0.0,0.0,Friday Night Lights
228,1.6666666666666667,441.3042333333333,0,0.0,0.0,0.0,0.0,0.0,Friends with Benefits
229,5.0,447.26185,0,3.0,8.8169,0.0,2.0,2.0,Friends with Money
230,0.25,435.45735,0,0.0,39.9753,0.0,0.0,0.0,Fright Night
231,0.5,313.87315,0,0.0,106.4584,0.0,0.3333333333333333,0.0,From Hell
232,1.5,443.79010000000005,0,0.0,0.0,0.0,0.0,0.0,From Paris with Love
233,1.5,393.050125,0,2.0,1080.4794,0.0,1.5,0.0,Frost/Nixon
234,0.5,189.65975,0,0.5,37.049,0.0,0.0,0.0,Frozen
235,4.0,1092.88355,1,1.0,465.8081,0.5,0.0,0.0,Full Frontal
236,3.0,372.0067,0,0.0,0.0,0.0,0.0,0.0,Fun Size
237,6.0,1235.7859333333333,1,2.0,135.4374,0.0,0.0,0.0,Fun with Dick and Jane
238,6.25,1219.985925,1,2.0,335.1261,0.7142857142857143,0.5,0.75,Funny People
239,4.0,825.1647,1,1.0,389.6497,0.0,0.0,2.3333333333333335,Furious 7
240,2.0,859.0977,0,3.0,201.2238,0.0,0.0,0.0,Furry Vengeance
241,2.75,706.3050499999999,0,0.0,0.0,0.0,0.0,0.0,G.I. Joe: Retaliation
242,0.5,477.508425,0,0.0,999.6868,0.0,0.0,0.3333333333333333,G.I. Joe: The Rise of Cobra
243,3.3333333333333335,552.4387,1,0.0,192.8482,0.0,0.0,0.0,The Gambler
244,2.75,794.2010250000001,2,4.0,343.8843,0.14285714285714285,0.0,0.0,Gangs of New York
245,4.75,376.1411,0,0.0,126.4339,0.14285714285714285,0.0,0.0,Gangster Squad
246,2.75,638.998025,1,0.0,0.0,0.0,0.0,0.0,Garden State
247,4.333333333333333,440.2989333333333,0,0.0,41.7667,0.0,0.0,0.0,Garfield: The Movie
248,9.0,1163.4239333333335,1,0.0,0.0,0.0,0.0,0.0,Get Hard
249,3.5,367.1397,1,1.0,76.1941,0.4,0.6666666666666666,0.0,Get Him to the Greek
250,1.3333333333333333,249.4888,0,2.0,63.0379,0.0,0.0,0.0,Get Rich or Die Tryin'
251,3.6666666666666665,653.5128333333333,0,5.0,775.1575,0.0,0.0,0.0,Get Smart
252,0.6666666666666666,591.7163666666667,1,0.0,0.0,0.0,0.0,0.0,Getaway
253,2.6666666666666665,938.7239333333333,1,1.0,180.9728,0.0,0.4,0.4,Ghost Rider
254,4.0,830.9348,1,3.0,77.1278,0.0,0.0,0.2727272727272727,Ghost Rider: Spirit of Vengeance
255,3.75,533.7233,0,0.0,103.012,0.0,0.6666666666666666,1.0,Ghost Town
256,1.6666666666666667,1116.0075666666667,1,0.0,79.5743,0.0,0.0,0.0,The Ghost Writer
257,3.6666666666666665,533.3201666666668,1,0.0,213.9815,0.0,0.0,0.0,Gigli
258,1.0,826.822725,1,2.0,333.8797,0.0,0.75,0.3333333333333333,The Girl with the Dragon Tattoo
259,2.25,500.720875,0,2.0,134.5624,0.0,0.0,0.0,The Giver
260,1.0,287.562375,0,0.0,0.0,0.0,0.0,0.0,Godzilla
261,7.5,566.84835,0,0.0,0.0,0.0,0.0,0.0,Going the Distance
262,0.0,369.053225,0,0.0,334.732,0.0,0.0,0.0,The Golden Compass
263,3.5,687.456025,1,0.0,0.0,0.0,0.0,0.0,Gone Baby Gone
264,0.5,646.420775,0,2.0,407.6339,0.0,0.75,0.0,Gone Girl
265,1.0,330.62985,1,0.0,5.0103,0.0,0.0,0.0,Gone in 60 Seconds
266,2.5,580.85155,0,2.0,150.2536,0.0,0.25,0.25,A Good Day to Die Hard
267,0.0,216.97410000000002,0,0.0,0.0,0.0,0.0,0.0,The Good Girl
268,1.3333333333333333,606.3785666666666,1,0.0,22.9895,0.0,0.2,0.0,"Good Night, and Good Luck."
269,0.25,163.89249999999998,0,0.0,416.647,0.0,0.0,0.0,A Good Year
270,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,"The Good, the Bad, the Weird"
271,10.0,1180.1796,0,1.0,500.8154,2.0,0.0,0.0,Goosebumps
272,1.0,205.98175,0,1.0,102.4839,0.0,0.0,0.0,Gosford Park
273,0.5,85.96615,0,0.0,0.0,0.0,0.0,0.0,The Gospel
274,0.0,45.15173333333333,0,0.0,0.0,0.0,0.0,0.0,Gossip
275,4.0,555.7391,0,6.0,731.0166,0.0,1.3333333333333333,0.0,Gran Torino
276,1.25,1261.297825,2,2.0,121.6768,1.0769230769230769,3.5,3.5,The Grand Budapest Hotel
277,3.5,866.79025,0,2.0,398.9456,0.0,0.5,0.0,Gravity
278,4.0,844.5652249999999,2,0.0,59.481,0.0,0.0,0.0,The Great Gatsby
279,2.0,332.756,0,0.0,0.0,0.0,0.0,0.0,The Greatest
280,1.25,1251.91635,2,0.0,68.6773,0.16666666666666666,0.0,0.6666666666666666,The Green Hornet
281,1.0,395.85355,0,3.0,398.613,0.0,0.0,0.0,Green Lantern
282,2.0,1263.36365,2,3.0,573.7219,0.5,1.0,0.0,Green Zone
283,4.0,953.28915,1,1.0,129.1654,0.5,1.0,0.0,The Grey
284,0.75,294.218025,0,1.0,541.5903500000001,0.0,0.0,0.0,Grindhouse
285,10.5,1431.6428,3,6.0,711.5013,1.1428571428571428,2.0,0.7142857142857143,Grown Ups
286,7.75,1217.5551500000001,1,6.0,775.0969,2.0,6.0,2.2,Grown Ups 2
287,4.5,702.471,0,4.0,734.2207,0.0,0.0,0.0,Grudge Match
288,4.333333333333333,1298.4716666666666,2,0.0,0.0,0.0,0.0,0.0,The Guard
289,3.25,1203.0872000000002,2,0.0,10.668,0.0,0.0,0.0,Guardians of the Galaxy
290,4.666666666666667,1035.0859333333333,1,2.0,369.3113,0.0,0.0,0.0,The Guilt Trip
291,5.25,627.476075,1,0.0,224.3068,0.25,0.0,0.0,Gulliver's Travels
292,0.5,538.814475,0,0.0,195.7251,0.0,0.0,0.0,The Gunman
293,6.0,869.6990999999999,1,6.0,425.7846,0.0,5.0,0.0,Hall Pass
294,3.0,383.631,0,2.0,40.0507,0.0,0.0,0.0,Hamlet 2
295,3.0,1205.1137333333334,1,1.0,171.9278,0.0,0.0,0.0,Hancock
296,3.0,468.73096666666675,1,0.0,0.0,0.0,0.0,0.6666666666666666,Hanging Up
297,1.25,306.58465,0,4.0,365.2685,0.0,0.4,0.0,The Hangover
298,3.25,804.492125,0,4.0,687.1252,0.6666666666666666,1.5,0.1111111111111111,The Hangover Part II
299,6.75,1250.36265,1,6.0,959.2468,1.8,3.3333333333333335,1.4285714285714286,The Hangover Part III
300,1.3333333333333333,1235.7096999999999,2,0.0,151.8325,0.3333333333333333,0.0,0.0,Hanna
301,3.3333333333333335,1091.3549666666665,3,0.0,219.361,0.0,0.0,0.0,Hannibal
302,3.0,525.9620749999999,0,0.0,0.0,0.0,0.0,0.0,Hansel and Gretel: Witch Hunters
303,1.3333333333333333,892.9317333333332,1,1.0,1205.6679,0.0,2.25,2.25,The Happening
304,0.0,1258.88005,2,0.0,0.0,0.0,0.0,0.0,Happy Feet
305,1.0,497.67555,1,1.0,90.17,0.0,0.3333333333333333,0.0,Hardball
306,1.0,239.09249999999997,0,0.0,0.0,0.0,0.0,0.0,Harold and Kumar Escape from Guantanamo Bay
307,0.0,91.2723,0,0.0,1259.3055,0.0,0.0,0.0,Harry Potter and the Chamber of Secrets
308,1.5,807.6681,0,0.0,341.2587,0.0,0.0,2.0,Harry Potter and the Goblet of Fire
309,4.0,1703.296125,3,1.0,367.5525,0.5,1.0,4.0,Harry Potter and the Half-Blood Prince
310,2.25,1443.7198250000001,3,0.0,0.0,0.0,0.0,0.0,Harry Potter and the Order of the Phoenix
311,0.75,898.865575,4,0.0,48.7853,0.0,0.0,2.0,Harry Potter and the Prisoner of Azkaban
312,0.0,0.0,0,0.0,1845.8837,0.0,0.0,0.0,Harry Potter and the Sorcerer's Stone
313,1.6666666666666667,988.5400666666668,1,1.0,228.8552,0.0,0.0,0.0,Hart's War
314,5.333333333333333,977.2668,1,0.0,0.0,0.0,0.0,0.0,A Haunted House
315,4.0,747.88115,0,0.0,0.0,0.0,0.0,0.0,A Haunted House 2
316,0.0,1822.9183,1,1.0,877.4531,0.0,1.0,0.0,The Haunted Mansion
317,1.5,1098.5774,2,0.0,666.793,0.0,2.0,0.0,Haywire
318,3.0,460.0813666666667,1,0.0,0.0,0.0,0.0,0.0,Head of State
319,1.0,1.1812,0,1.0,1.1812,1.0,0.0,0.0,Head Over Heels
320,9.0,991.896,1,1.0,90.8911,0.0,1.0,0.0,Hearts in Atlantis
321,2.5,489.95015,0,2.0,203.8696,0.5,0.0,0.0,The Heat
322,3.5,689.69795,0,1.0,64.5597,0.0,0.0,0.0,Heaven is for Real
323,1.5,718.04375,1,1.0,23.81,0.0,0.0,0.0,Heist
324,1.0,90.1766,0,3.0,170.8172,0.0,0.0,0.0,Hellboy
325,1.5,86.66185,0,5.0,253.9643,0.5,1.0,1.0,Hellboy II: The Golden Army
326,0.75,387.61985,0,0.0,0.0075,0.0,0.3333333333333333,0.3333333333333333,The Help
327,6.75,743.3299000000001,0,1.0,120.3212,0.0,0.0,0.0,Her
328,4.0,692.3515,0,3.0,612.0353,0.0,0.3333333333333333,0.0,Hercules
329,2.3333333333333335,985.8627333333333,1,3.0,804.2962,0.0,2.25,0.0,Hereafter
330,3.0,354.4678333333333,0,1.0,0.0,0.0,0.0,0.0,Hero
331,5.0,777.12645,1,0.0,0.0,0.0,0.0,0.0,Hesher
332,0.0,1612.4503,1,1.0,559.1186,0.0,0.0,0.0,Hidalgo
333,1.0,546.8530999999999,1,2.0,78.2763,0.0,0.0,0.0,High Crimes
334,3.5,556.996775,2,1.0,79.5478,0.25,0.0,0.0,High Fidelity
335,3.0,455.0658,0,0.0,0.0,0.0,0.0,0.0,Higher Ground
336,5.666666666666667,528.1954999999999,0,0.0,0.0,0.0,0.0,0.0,Hit and Run
337,1.6666666666666667,949.8442333333332,1,6.0,469.416,0.0,0.0,0.0,Hitch
338,2.75,372.94364999999993,0,0.0,0.0,0.0,0.0,0.0,The Hitchhiker's Guide to the Galaxy
339,2.75,568.1141,0,3.0,245.9514,0.25,0.5,0.0,The Hoax
340,0.0,555.6785,1,0.0,725.3368,0.0,0.0,0.0,Holes
341,7.75,1639.226275,3,4.0,584.6835,0.0,0.0,0.0,The Holiday
342,2.5,652.4150500000001,1,3.0,593.5205,0.0,0.0,0.0,Hollow Man
343,0.0,235.16103333333334,0,2.0,204.9569,0.0,0.0,0.0,Home
344,1.0,225.295,0,0.0,0.0,0.0,0.0,0.0,A Home at the End of the World
345,0.0,94.5692,0,0.0,0.0,0.0,0.0,0.0,Honey
346,3.0,773.8726333333334,0,2.0,107.0837,0.0,0.0,0.0,The Honeymooners
347,1.0,505.711375,1,3.0,305.6184,0.0,0.0,0.6666666666666666,Hop
348,4.5,585.7706000000001,1,1.0,144.9115,0.0,0.0,0.0,Horrible Bosses
349,9.0,846.430575,1,2.0,49.7431,0.0,0.0,0.0,Horrible Bosses 2
350,1.6666666666666667,210.18386666666666,0,1.0,88.5581,0.0,0.0,0.0,The Host
351,3.0,1032.5433,0,3.0,409.5981,0.0,0.0,0.0,Hot Pursuit
352,3.5,331.13169999999997,0,1.0,48.0247,0.0,0.0,0.0,Hot Tub Time Machine
353,5.5,603.7777,0,2.0,102.8033,0.5,0.0,0.0,Hot Tub Time Machine 2
354,4.0,1044.549225,3,1.0,34.9236,0.0,0.0,0.0,The Hours
355,0.0,154.3341,0,0.0,0.0,0.0,0.0,0.0,House at the End of The Street
356,2.5,270.74987500000003,0,0.0,0.0,0.0,0.0,0.0,The House Bunny
357,9.75,1323.296925,1,2.0,58.8044,0.0,0.0,0.0,How Do You Know
358,6.0,1714.916,1,1.0,972.4196,0.0,5.0,0.0,How the Grinch Stole Christmas
359,2.25,517.7434000000001,1,0.0,0.0,0.0,0.0,0.0,How to Lose Friends and Alienate People
360,0.25,576.800675,1,0.0,0.0,0.0,0.0,0.0,How to Train Your Dragon
361,1.5,1148.8091749999999,1,1.0,237.013,0.8571428571428571,0.0,0.0,How to Train Your Dragon 2
362,0.5,201.457925,0,1.0,297.5689,0.0,0.0,0.0,Hulk
363,5.75,1236.326575,3,2.0,106.4333,0.0,0.0,0.0,The Human Stain
364,7.0,711.4274,0,2.0,122.7398,0.0,0.0,0.0,The Hundred-Foot Journey
365,2.0,751.46755,1,0.0,172.7346,0.14285714285714285,0.25,0.09090909090909091,The Hunger Games
366,2.5,797.75225,1,0.0,483.7688,0.0,0.0,0.0,The Hunger Games: Catching Fire
367,3.75,934.2834,0,0.0,483.7688,0.0,0.0,0.0,The Hunger Games: Mockingjay - Part 1
368,5.75,1446.194325,3,2.0,926.4216,0.9,0.0,0.0,The Hunger Games: Mockingjay - Part 2
369,3.0,1190.48745,1,0.0,98.546,0.5,0.0,0.0,The Hunted
370,1.0,197.53133333333335,0,0.0,0.0,0.0,0.0,0.0,Hustle and Flow
371,4.0,2794.1266,1,1.0,102.6449,0.0,0.2857142857142857,0.07692307692307693,I Am Legend
372,0.75,159.64245,0,0.0,301.0897,0.0,0.0,0.0,I Am Number Four
373,3.75,381.7076,0,0.0,3.8016,0.0,0.0,0.0,I Don't Know How She Does It
374,1.75,283.945175,0,1.0,132.0276,0.3333333333333333,0.0,0.0,I Heart Huckabees
375,1.0,600.7699,0,1.0,1130.1844,0.0,0.0,0.0,I Love You Beth Cooper
376,3.6666666666666665,1482.6895333333332,2,0.0,0.0,0.0,0.0,0.0,"I Love You, Phillip Morris"
377,5.333333333333333,874.7889333333333,1,5.0,496.0842,0.6666666666666666,0.4,0.0,I Now Pronounce You Chuck and Larry
378,6.666666666666667,972.5994333333333,2,4.0,496.4183,0.3333333333333333,0.0,0.0,I Spy
379,5.5,773.87715,1,1.0,54.7537,0.0,0.0,0.0,I Think I Love My Wife
380,1.5,508.3317,0,0.0,0.0,0.0,0.0,0.0,"I, Frankenstein"
381,1.3333333333333333,699.6806,1,2.0,26.5493,0.0,0.0,0.0,"I, Robot"
382,0.0,444.86545,0,0.0,0.0,0.0,0.0,0.0,Ice Age
383,1.3333333333333333,724.5682333333333,0,3.0,694.3653,1.0,1.0,0.0,Ice Age: Dawn of the Dinosaurs
384,1.0,809.32755,0,1.0,262.9114,0.5,0.5,0.0,Ice Age: The Meltdown
385,0.3333333333333333,469.9804,0,0.0,203.5063,0.0,3.0,0.0,Identity
386,7.0,1031.52205,2,1.0,273.1159,0.4,0.0,0.0,Identity Thief
387,0.0,265.7562,0,0.0,0.0,0.0,0.0,0.0,If I Stay
388,1.0,730.553025,1,0.0,0.0,0.0,0.0,0.0,Igby Goes Down
389,2.5,661.7373249999999,1,0.0,0.0,0.0,0.0,0.0,The Illusionist
390,0.0,1095.1300999999999,1,1.0,71.0341,0.3333333333333333,0.0,0.0,The Imaginarium of Doctor Parnassus
391,1.0,326.5922,0,0.0,98.5441,0.0,0.0,0.0,Immortals
392,1.5,395.21344999999997,0,0.0,0.0,0.0,0.0,0.0,In the Bedroom
