,a_exp,a_score,a_star,d_exp,d_score,da_coop,dp_coop,pw_coop,title
393,0.75,1027.67355,2,3.0,633.8621,0.2,0.0,0.0,In the Heart of the Sea
394,1.0,475.11715,1,1.0,47.0678,0.0,0.0,0.0,In Time
395,0.25,377.13225,0,2.0,1130.2157,0.5714285714285714,3.0,2.5,Inception
396,5.25,1075.8464999999999,2,0.0,0.0,0.0,0.0,0.0,The Incredible Burt Wonderstone
397,0.75,786.4815749999999,1,2.0,91.3738,0.0,0.0,1.0,The Incredible Hulk
398,0.0,1536.5188666666666,1,1.0,39.4802,0.0,0.0,0.0,The Incredibles
399,0.6666666666666666,1173.2204333333332,1,0.0,1557.0256,0.0,0.0,0.0,Indiana Jones and the Kingdom of the Crystal Skull
400,14.0,2327.6598,1,3.0,1087.8744,3.0,1.3333333333333333,0.0,The Informant!
401,1.75,1037.63735,1,0.0,141.7381,0.0,0.0,0.0,Inkheart
402,3.25,1113.9358750000001,2,2.0,116.6286,0.16666666666666666,2.5,0.0,Inside Man
403,1.0,743.55935,0,1.0,340.1109,0.0,1.0,0.5,Inside Out
404,1.5,724.1905,0,2.0,146.9948,1.0,1.0,1.0,Insidious Chapter 2
405,1.0,781.9095,2,0.0,0.0,0.0,0.0,0.0,Insomnia
406,0.0,112.6475,0,0.0,0.0,0.0,0.0,0.0,Intermission
407,5.666666666666667,1192.4222333333335,1,3.0,207.0977,0.0,0.0,0.0,The Intern
408,5.0,623.31035,0,3.0,10.1358,0.0,0.0,0.0,The International
409,8.75,1393.6889499999997,2,5.0,1183.6036,0.5,0.0,0.0,The Internship
410,2.0,573.9708333333333,0,1.0,159.5163,0.0,0.0,0.0,The Interpreter
411,0.5,882.13045,1,3.0,1808.0995,1.0,2.6666666666666665,2.6666666666666665,Interstellar
412,0.0,114.8455,0,0.0,0.0,0.0,0.0,0.0,Into The Storm
413,5.0,676.676,0,0.0,0.0,0.0,0.0,0.0,The Invention of Lying
414,6.0,1963.5727499999998,2,3.0,589.1859,0.5,1.0,0.0,Invictus
415,1.25,618.8731250000001,0,1.0,296.1235,0.0,0.0,0.0,Iron Man
416,2.25,960.8908500000001,1,3.0,680.1577,0.3333333333333333,0.5714285714285714,0.0,Iron Man 2
417,5.5,998.9428,1,1.0,5.732,0.14285714285714285,0.0,0.0,Iron Man 3
418,2.5,1046.5656250000002,3,5.0,964.9615,0.25,0.0,0.0,The Island
419,3.5,568.8719,0,6.0,667.0126,0.16666666666666666,0.0,0.0,It's Complicated
420,1.6666666666666667,289.87666666666667,0,0.5,1.7835,0.0,0.0,0.0,It's Kind of a Funny Story
421,2.5,468.26002500000004,1,2.0,208.3764,0.0,0.0,0.0,The Italian Job
422,3.25,628.637325,0,4.0,818.0509,0.0,3.0,0.0,J. Edgar
423,7.0,923.469025,1,5.0,432.8133,0.8,1.0,0.6,Jack and Jill
424,1.0,524.856675,1,0.0,0.0,0.0,0.0,0.0,Jack Reacher
425,2.5,641.1068250000001,1,2.0,194.9949,0.0,0.0,0.0,Jack Ryan: Shadow Recruit
426,0.5,866.44085,1,2.0,670.0615,0.0,0.0,0.0,Jack the Giant Slayer
427,5.0,610.3162,0,2.0,191.9815,2.0,2.0,0.0,Jackass 3-D
428,6.0,737.0814,0,3.0,318.7242,3.0,1.5,0.0,Jackass Presents: Bad Grandpa
429,3.0,390.4158,0,1.0,95.758,1.0,1.0,0.0,Jackass: Number Two
430,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Jackass: The Movie
431,2.25,277.647775,0,2.0,371.6308,0.2,0.0,0.0,Jarhead
432,2.0,340.87016666666665,1,3.0,85.501,1.5,0.0,0.0,Jay and Silent Bob Strike Back
433,0.0,116.7386,0,0.0,61.4405,0.0,0.0,0.0,Jeepers Creepers
434,0.5,154.94670000000002,0,0.0,37.4387,0.0,0.0,0.5,Jennifer's Body
435,6.0,1038.0489666666665,2,5.0,131.5323,1.3333333333333333,0.0,0.0,Jersey Girl
436,3.0,447.4558666666667,0,1.0,19.6477,0.0,0.0,0.0,Jobs
437,0.0,214.5285,0,3.0,86.4343,0.0,0.0,0.0,John Carpenter's Ghosts of Mars
438,1.25,867.4021,1,0.0,757.8238,0.0,0.0,0.0,John Carter
439,11.5,1230.5513500000002,2,0.0,13.738,0.0,0.0,0.0,John Q.
440,0.0,0.0,0,5.0,546.4153,0.0,0.0,0.0,John Tucker Must Die
441,2.0,855.598275,1,0.0,0.0,0.0,0.0,0.0,John Wick
442,2.0,209.64575,0,1.0,12.498,0.0,0.0,0.0,Johnny English Reborn
443,1.25,830.5340500000001,1,0.0,47.4783,0.0,0.0,0.0,Journey 2: The Mysterious Island
444,10.25,1257.611575,2,4.0,423.7672,0.8333333333333334,0.0,0.0,Joy
445,0.0,164.39,0,1.0,47.492,0.0,0.0,0.0,Joy Ride
446,3.75,998.73155,1,0.0,500.5946,0.0,0.0,0.0,The Judge
447,6.25,629.7130000000001,0,3.0,308.1546,0.0,0.0,0.5,Julie & Julia
448,1.25,1275.7968500000002,1,0.0,461.9676,0.0,0.5,0.3333333333333333,Jumper
449,2.0,327.9863,0,0.0,0.0,0.0,0.0,0.0,Jumping the Broom
450,2.0,237.5553,0,0.0,0.0,0.0,0.0,0.0,Juno
451,0.25,795.371425,0,0.0,0.0,0.0,0.0,0.0,Jupiter Ascending
452,0.0,817.9588,1,0.0,377.9898,0.0,0.3333333333333333,0.0,Jurassic Park III
453,1.0,557.5830000000001,0,1.0,4.4022,0.2,0.0,0.0,Jurassic World
454,7.75,925.1895999999999,1,6.0,432.8133,0.8,1.2,0.0,Just Go With It
455,2.6666666666666665,232.2373,0,4.0,175.4277,0.0,0.0,0.0,Just Like Heaven
456,0.5,102.69045,0,0.0,0.0,0.0,0.0,0.0,Just Married
457,4.0,1162.4545333333333,2,2.0,104.7459,0.0,0.0,0.0,K-19: The Widowmaker
458,4.5,849.9671,1,1.0,40.8923,0.0,0.0,0.0,K-PAX
459,3.0,505.18709999999993,0,0.0,78.4718,0.0,0.0,0.0,The Karate Kid
460,2.75,496.057975,1,0.0,51.7919,0.16666666666666666,0.0,0.14285714285714285,Kick-Ass
461,5.0,639.149375,1,1.0,29.9734,0.0,0.0,0.0,Kick-Ass 2
462,2.0,381.507075,0,0.0,5.2611,0.0,0.0,0.0,The Kids Are All Right
463,1.0,641.53975,0,0.0,307.5397,0.5,4.0,4.0,Kill Bill Vol. 1
464,1.0,529.3115,0,0.0,301.63,1.0,3.0,3.0,Kill Bill Vol. 2
465,7.333333333333333,930.9097,1,0.0,0.0,0.0,0.0,0.0,Killer Elite
466,2.6666666666666665,560.2618666666666,0,3.0,15.3742,0.0,0.0,0.0,The Killer Inside Me
467,3.3333333333333335,361.67013333333335,0,3.0,381.4173,0.0,0.0,0.0,Killers
468,5.0,940.1277,1,0.0,0.0,0.5,0.6666666666666666,0.6666666666666666,Killing Them Softly
469,0.0,663.180075,1,0.0,141.8721,0.0,0.0,0.0,King Arthur
470,0.25,814.1099750000001,2,0.0,1506.9342,0.4,3.0,3.3333333333333335,King Kong
471,2.0,942.6537000000001,2,0.0,0.0,0.0,0.0,0.0,The King's Speech
472,1.0,804.4766000000001,1,1.0,171.9278,0.0,0.0,0.0,The Kingdom
473,5.75,1635.82175,2,3.0,261.6373,0.25,0.0,3.0,Kingsman: The Secret Service
474,3.25,832.6866499999999,1,1.0,11.0016,0.0,0.0,0.0,Kinsey
475,2.0,414.6387666666667,0,0.0,0.0,0.0,0.0,0.0,"Kiss Kiss, Bang Bang"
476,2.75,1314.3501,2,1.0,352.5224,0.0,0.0,0.0,Knight & Day
477,0.0,10.4728,0,0.0,138.9796,0.0,0.0,0.0,A Knight's Tale
478,2.5,354.93705,0,0.0,147.8675,0.375,0.5,0.5,Knocked Up
479,2.6666666666666665,713.7040666666667,1,2.0,228.4779,0.0,0.0,0.0,Knowing
480,5.5,435.04355,0,0.0,0.0,0.0,0.0,0.5,Krampus
481,1.25,1105.5604,2,0.0,0.0,0.0,0.0,0.0,Kung Fu Panda 2
482,6.0,550.5396,0,3.0,317.5713,0.0,1.0,0.0,Labor Day
483,2.25,802.2157749999999,2,0.0,1149.7611,0.3333333333333333,4.0,4.0,Lady in the Water
484,2.5,1936.54455,1,3.5,83.4826,0.0,1.25,1.25,The Ladykillers
485,7.0,1785.7960500000002,1,4.0,101.8362,0.0,0.0,0.0,Lakeview Terrace
486,4.25,494.3538,1,2.0,319.3463,0.0,0.0,0.0,Land of the Lost
487,1.5,311.00265,0,3.0,972.3376,0.0,0.0,0.0,Lara Croft Tomb Raider: The Cradle of Life
488,0.6666666666666666,335.75673333333333,1,1.0,365.8647,0.0,0.0,0.0,Lara Croft: Tomb Raider
489,4.0,742.98315,1,0.0,0.0,0.0,0.0,0.3333333333333333,Larry Crowne
490,0.0,351.1123,0,0.0,0.0,0.0,0.0,0.0,Lars and the Real Girl
491,0.0,131.94933333333333,0,1.0,1283.4714,0.0,2.5,2.5,The Last Airbender
492,2.0,283.8384,0,0.0,0.0,0.0,0.0,0.0,The Last Castle
493,1.0,89.3474,0,0.0,0.0,0.0,0.0,0.0,The Last Exorcism Part II
494,0.75,185.17062499999997,0,0.0,0.0,0.0,0.0,0.0,The Last King of Scotland
495,1.0,233.0789,0,0.0,0.0,0.0,0.0,0.0,The Last Song
496,1.3333333333333333,540.7657,0,1.0,0.14,0.0,0.0,0.0,The Last Stand
497,4.0,749.4708,1,2.0,48.5813,0.0,0.0,0.0,The Last Station
498,5.0,1007.207525,1,0.0,578.9116,0.0,0.0,0.0,Last Vegas
499,1.0,661.2579,0,1.0,348.7907,0.0,0.0,0.0,Law Abiding Citizen
500,0.0,313.09355,0,0.0,0.0,0.0,0.0,0.0,The Lazarus Effect
501,5.0,825.525,1,1.0,65.3839,0.0,0.3333333333333333,0.0,Leatherheads
502,2.75,483.35119999999995,0,2.0,54.3763,0.2,0.0,0.0,Lee Daniels' The Butler
503,7.0,1274.7857,0,0.0,0.0,0.0,0.0,0.0,Left Behind
504,1.75,293.717375,0,0.0,0.0,0.0,0.0,0.0,Legally Blonde
505,1.3333333333333333,709.7437333333334,1,2.0,280.9065,0.0,0.0,0.0,The Legend of Bagger Vance
506,0.0,1697.0004,1,4.0,110.0632,0.0,0.0,0.0,The Legend of Hercules
507,0.5,661.4872,1,0.0,347.4116,0.0,1.0,0.0,Legend of the Guardians: The Owls of Ga'Hoole
508,2.0,696.2858333333334,1,1.0,531.6888,0.6666666666666666,0.3333333333333333,0.16666666666666666,The Legend of Zorro
509,0.0,349.3516,0,0.5,34.88435,0.0,0.0,0.0,Legends of Oz: Dorothy's Return
510,1.0,847.1198999999999,0,0.0,0.0,0.0,0.0,0.0,Legion
511,0.25,1202.4811,2,1.0,292.6205,0.3333333333333333,0.0,0.0,The LEGO Movie
512,0.25,834.1604749999999,1,0.0,355.211,0.0,0.0,0.0,Lemony Snicket's A Series of Unfortunate Events
513,0.0,114.82645,0,1.0,96.5487,0.0,0.0,0.0,Let Me In
514,9.0,792.687,0,2.0,62.3061,0.0,0.0,0.0,Let's Be Cops
515,0.0,139.2806,0,1.0,84.1168,0.0,0.0,0.0,Letters to Juliet
516,4.75,811.1320000000001,2,3.0,108.4312,0.6666666666666666,1.5,0.6,The Life Aquatic with Steve Zissou
517,1.3333333333333333,406.0027333333333,1,2.0,171.5603,0.0,1.0,0.0,Life as a House
518,1.6666666666666667,499.5635333333333,0,1.0,2.8062,0.0,0.0,0.0,Life as We Know It
519,0.0,82.36965,0,1.0,198.4858,0.0,0.0,0.0,Life of Pi
520,0.0,0.0,0,1.0,30.4214,0.0,0.0,0.0,Like Mike
521,1.0,603.1515999999999,1,0.0,53.026,0.0,0.0,0.0,Limitless
522,2.75,292.573175,0,3.0,1425.0946,0.0,1.0,0.5,Lincoln
523,4.0,519.58285,0,0.0,0.0,0.0,0.0,0.0,The Lincoln Lawyer
524,2.5,837.6763000000001,1,1.0,188.8524,0.0,0.0,0.0,Lions for Lambs
525,4.0,716.314525,1,0.0,0.0,0.0,0.0,0.0,Little Black Book
526,2.0,480.679175,1,1.0,53.5961,0.0,0.0,0.0,Little Children
527,6.5,1236.8241,2,5.0,406.1292,0.0,0.0,0.0,Little Fockers
528,3.3333333333333335,370.1221333333333,0,4.0,460.1624,2.0,0.5,0.0,Little Man
529,4.5,536.1071749999999,0,0.0,0.0,0.0,0.0,0.0,Little Miss Sunshine
530,3.0,294.2813,0,1.0,35.2157,0.0,0.0,1.2857142857142858,Little Nicky
531,1.75,763.4245000000001,1,1.0,74.6212,0.0,0.0,0.0,Live Free or Die Hard
532,4.25,720.798625,1,3.0,488.7331,0.0,0.0,0.0,Lone Survivor
533,0.0,122.43985,0,0.0,68.4092,0.0,0.0,0.0,The Longest Ride
534,11.5,1261.9562500000002,2,5.0,606.4552,0.5,0.75,0.0,The Longest Yard
535,0.25,297.200575,0,0.0,0.0,0.0,0.0,0.0,The Lookout
536,1.75,645.186575,0,0.0,7.0042,0.2,0.6,0.6,Looper
537,0.0,380.8429500000001,0,1.0,6.0943,0.0,0.0,0.5,The Lord of the Rings: The Fellowship of the Ring
538,1.0,880.55575,3,2.0,477.8023,0.7777777777777778,1.0,1.0,The Lord of the Rings: The Return of the King
539,0.0,524.463025,0,1.0,6.0943,0.0,0.0,0.3333333333333333,The Lord of the Rings: The Two Towers
540,1.6666666666666667,653.7766333333333,1,0.0,38.087,0.3333333333333333,0.0,0.0,Lord of War
541,0.5,72.0862,0,0.0,34.4068,0.0,0.0,0.0,Lords of Dogtown
542,6.0,617.041,1,2.0,266.863,0.0,0.0,0.0,Loser
543,3.0,409.826525,0,0.0,7.8827,0.0,0.0,0.0,Lost in Translation
544,1.5,180.2409,0,0.0,0.0,0.0,0.0,0.0,Lottery Ticket
545,1.0,153.9655,0,0.0,0.0,0.0,0.0,0.0,Love & Basketball
546,4.666666666666667,408.5507333333333,0,0.0,74.178,0.0,0.3333333333333333,0.0,Love and Other Drugs
547,2.0,272.1305,0,1.0,156.7237,0.0,0.0,0.0,Love Ranch
548,5.25,656.48835,1,0.0,1793.2933,0.0,2.0,1.3333333333333333,The Lovely Bones
549,4.0,713.5106000000001,1,4.0,672.0146,0.5,0.0,0.0,Lucky Numbers
550,6.0,2095.0330999999996,2,0.0,19.4269,0.0,1.0,0.0,Lucy
551,2.0,202.55222500000002,0,0.0,0.0,0.0,0.0,0.0,MacGruber
552,2.5,749.116325,1,5.0,726.4145,0.25,0.0,0.0,Machete
553,4.0,842.9472000000001,0,1.0,379.1321,0.0,0.0,0.0,Machine Gun Preacher
554,3.5,638.0756749999999,0,0.0,330.6473,0.0,0.0,0.0,Mad Max: Fury Road
555,2.25,1462.0883999999999,3,2.0,558.6215,0.8888888888888888,1.0,0.75,Madagascar 3: Europe's Most Wanted
556,1.25,1369.1026499999998,3,1.5,345.19354999999996,0.75,0.5,0.3333333333333333,Madagascar: Escape 2 Africa
557,2.75,314.42355000000003,0,8.0,666.793,0.0,1.5,0.0,Magic Mike
558,6.666666666666667,870.3096666666667,0,0.0,1.2958,0.0,0.25,0.75,Magic Mike XXL
559,2.0,1714.916,1,2.0,283.8362,0.0,0.0,0.0,The Majestic
560,0.5,744.43975,0,0.0,0.0,0.0,0.0,0.3333333333333333,Maleficent
561,2.0,463.5737,0,1.0,51.0381,0.0,0.0,0.0,Malibu's Most Wanted
562,0.0,235.6214,0,0.0,0.0,0.0,0.0,0.0,Mama
563,0.5,366.26234999999997,0,1.0,208.3764,0.0,0.0,0.0,A Man Apart
564,0.25,208.10605,0,0.0,445.336,0.16666666666666666,0.0,0.0,The Man From U.N.C.L.E.
565,0.75,427.7309,0,4.0,577.8264,0.0,1.4,1.3333333333333333,Man of Steel
566,0.25,1208.6516,1,0.0,0.0,0.0,0.0,0.0,Man on a Ledge
567,3.25,754.57825,2,3.0,542.6567,0.25,0.0,0.5,Man on Fire
568,3.0,1070.30495,3,0.0,210.1782,0.16666666666666666,0.0,0.0,The Manchurian Candidate
569,4.75,1023.8434499999998,1,1.0,14.3065,0.5,0.0,0.0,Margaret
570,0.75,543.2547500000001,0,0.0,0.0,0.0,0.0,0.0,Margin Call
571,1.0,584.644225,1,1.0,71.319,0.2,1.0,1.0,Marie Antoinette
572,2.0,470.836275,0,3.0,265.5375,0.1111111111111111,0.0,0.0,Marmaduke
573,0.5,567.40765,0,0.0,84.7107,0.0,0.0,0.0,Mars Needs Moms
574,1.25,1001.20695,1,1.0,488.9171,0.16666666666666666,0.0,0.0,The Martian
575,3.75,705.011,1,1.0,34.4705,0.0,0.0,0.42857142857142855,Marvel's The Avengers
576,0.0,148.89175,0,1.0,146.0295,0.0,0.0,0.0,Match Point
577,2.75,649.0905,2,0.0,0.0,0.6666666666666666,1.0,2.0,The Matrix Reloaded
578,2.5,649.0905,2,0.0,0.0,0.8,1.0,2.0,The Matrix Revolutions
579,3.25,458.26915,1,1.0,190.7422,0.0,0.0,0.0,Max Payne
580,0.6666666666666666,85.9133,0,1.0,201.4742,0.0,4.0,0.0,Me and Orson Welles
581,2.5,656.31385,1,2.0,630.947,0.25,2.5,0.0,"Me, Myself and Irene"
582,0.25,43.4414,0,2.0,17.131,0.0,0.0,0.0,Mean Girls
583,3.5,551.64285,0,1.0,263.9696,0.0,0.0,0.0,The Mechanic
584,4.75,1169.05915,2,2.0,247.0064,0.0,0.0,0.0,Meet Dave
585,4.75,766.1669750000001,2,5.0,1052.6696,0.5,0.0,0.0,Meet the Fockers
586,4.5,948.3551500000001,2,1.0,101.6635,0.0,0.0,0.0,Meet the Parents
587,0.5,1183.2994999999999,3,2.0,478.3917,0.0,0.0,0.0,Megamind
588,0.0,218.05145000000002,0,0.0,0.0,0.0,0.0,0.0,Memento
589,0.0,271.34425,0,0.0,0.0,0.0,0.0,0.0,Memoirs of a Geisha
590,1.75,962.2209250000001,2,6.0,1147.1516,0.75,1.0,0.0,Men in Black II
591,5.0,895.5186,2,1.0,82.4508,0.0,0.0,0.0,Men of Honor
592,2.6666666666666665,426.2339666666667,0,0.0,0.0,0.0,0.0,0.0,The Messenger
593,0.0,0.0,0,0.0,99.1892,0.0,0.0,0.0,Metallica Through the Never
594,6.666666666666667,1398.2613333333331,2,1.0,114.8041,0.0,0.0,0.0,The Mexican
595,1.6666666666666667,461.93949999999995,0,1.0,410.6398,0.6666666666666666,2.0,2.0,Miami Vice
596,3.75,804.9612999999999,1,4.0,389.4895,0.3333333333333333,1.0,0.0,MIB 3
597,6.0,772.0466666666666,0,0.0,0.0,0.0,0.0,0.0,Middle Men
598,5.75,1196.7119500000001,1,10.0,136.1006,0.0,0.0,0.0,Midnight in Paris
599,1.0,1160.2025,1,4.0,3.015,0.0,0.0,0.0,A Mighty Heart
600,2.5,509.63092500000005,1,3.0,374.6003,0.0,0.0,0.0,Milk
601,1.0,466.87609999999995,0,0.0,59.9412,0.0,0.0,0.0,Million Dollar Arm
602,2.0,505.30812499999996,1,3.0,674.7368,0.0,0.25,0.0,Million Dollar Baby
603,1.25,1000.8899749999999,1,0.0,243.5333,0.2,1.0,1.0,A Million Ways to Die in the West
604,1.0,1057.773225,1,2.0,688.3709,0.25,1.3333333333333333,0.3333333333333333,Minions
605,1.0,785.8425666666667,1,2.0,1708.4926,0.0,4.0,0.0,Minority Report
606,2.75,218.92735,0,5.0,212.7027,0.0,5.0,0.0,Miracle at St. Anna
607,0.75,798.0945,1,0.0,0.0,0.0,0.0,0.0,Mirror Mirror
608,0.0,505.3017,1,0.0,566.7514,0.0,0.0,0.0,Mission to Mars
609,1.25,826.69595,1,0.0,623.8369,0.0,0.0,0.0,Mission: Impossible - Ghost Protocol
610,2.75,1362.533575,3,0.0,86.8762,0.25,0.5,0.5,Mission: Impossible - Rogue Nation
611,0.25,785.2264,2,3.0,418.6615,0.0,0.0,0.0,Mission: Impossible II
612,0.75,1019.706375,2,0.0,0.0,0.0,0.0,0.0,Mission: Impossible III
613,1.0,294.5724,0,0.0,268.0073,0.0,0.0,0.0,The Mist
614,2.75,792.26435,2,1.0,288.9424,0.0,0.0,0.0,Mona Lisa Smile
615,1.75,955.1096749999999,2,1.0,38.345,0.25,0.0,0.0,Moneyball
616,1.0,287.8076,0,0.0,56.7135,0.0,0.0,0.0,Monkeybone
617,1.0,184.467975,0,0.0,0.0,0.0,0.0,0.0,Monster's Ball
618,1.5,364.80995,0,1.0,147.68,0.0,0.0,0.0,Monster-in-Law
619,0.0,664.56445,0,1.0,419.8039,0.0,0.0,0.0,Monsters Vs. Aliens
620,0.0,534.8307,0,0.0,0.0,0.0,0.0,0.16666666666666666,"Monsters, Inc."
621,0.25,190.022075,0,2.0,80.452,0.0,0.0,0.0,Monte Carlo
622,6.25,1232.825825,2,1.0,148.5268,0.0,3.0,1.5,The Monuments Men
623,3.25,595.9471749999999,1,0.0,345.0245,0.0,0.0,0.0,Moonlight Mile
624,4.0,693.248675,0,0.0,149.8322,0.6666666666666666,3.0,1.8,Moonrise Kingdom
625,1.75,433.33842500000003,0,1.0,302.911,0.0,0.0,0.0,The Mortal Instruments: City of Bones
626,4.75,1989.2828000000002,3,2.0,105.661,0.2,0.0,0.0,Mortdecai
627,5.25,531.828875,0,1.0,12.4355,0.0,0.0,0.0,A Most Violent Year
628,0.0,671.89915,1,0.0,42.4158,0.0,0.5,0.0,The Mothman Prophecies
629,0.0,654.8779,0,1.5,154.4976,0.1,0.0,0.0,Movie 43
630,3.25,802.402925,1,3.0,219.1492,0.25,0.0,0.0,Mr. & Mrs. Smith
631,1.3333333333333333,325.48316666666665,0,0.0,0.0,0.0,0.0,0.0,Mr. Brooks
632,4.333333333333333,621.1399333333334,1,1.0,98.5661,0.3333333333333333,1.0,3.5,Mr. Deeds
633,1.0,1040.9867,1,0.0,171.1617,0.0,0.0,0.0,Mr. Peabody & Sherman
634,3.0,1596.37865,2,5.0,512.0441,0.0,0.0,0.0,Mr. Popper's Penguins
635,1.0,297.25055,0,3.0,423.0288,1.0,0.0,0.0,The Mummy Returns
636,0.5,439.460575,0,0.0,532.6432,0.0,0.0,0.0,The Mummy: Tomb of the Dragon Emperor
637,0.75,573.1397,1,3.0,1068.9649,0.0,1.3333333333333333,0.0,Munich
638,2.0,677.6535,1,3.0,72.4776,0.0,0.0,0.0,Murder by Numbers
639,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,My Boss's Daughter
640,2.25,1028.5490750000001,1,2.0,239.1854,0.0,1.0,0.0,My Sister's Keeper
641,0.0,281.7188,0,2.0,278.9882,0.0,0.0,0.0,My Soul to Take
642,4.75,804.369325,2,4.0,522.9481,0.2,0.0,0.0,Mystic River
643,0.0,49.4499,0,1.0,22.5027,0.0,0.0,0.0,The Namesake
644,0.25,816.271675,2,0.0,536.4928,0.0,0.0,0.0,National Treasure
645,4.0,211.0344,0,5.0,287.8645,0.0,0.0,0.0,Nebraska
646,0.75,351.936725,0,0.0,0.0,0.0,0.0,0.0,Need for Speed
647,4.0,897.3622750000001,1,3.0,173.3673,0.2,0.0,0.0,Neighbors
648,1.0,68.99645,0,0.0,0.0,0.0,0.0,0.0,Never Back Down
649,1.5,604.17195,1,1.0,47.0956,0.0,0.0,0.0,Never Let Me Go
650,2.6666666666666665,450.87879999999996,0,0.0,0.0,0.0,0.0,0.0,The New World
651,2.25,804.70515,2,3.0,374.6586,0.2,0.0,0.0,New Year's Eve
652,1.0,319.4361,0,0.0,0.0,0.0,0.0,0.0,Next Friday
653,2.75,1292.27905,2,0.0,82.2354,0.0,0.0,0.0,The Next Three Days
654,1.25,1830.2550499999998,3,1.0,775.813,0.625,1.0,1.0,Night at the Museum: Battle of the Smithsonian
655,2.0,1657.54245,2,2.0,1111.5206,1.25,2.0,0.0,Night at the Museum: Secret of the Tomb
656,6.333333333333333,1555.9298666666666,2,2.0,113.0227,0.6666666666666666,1.0,1.3333333333333333,The Night Before
657,4.0,482.18075,0,0.0,0.0,0.0,0.0,0.3333333333333333,Nightcrawler
658,1.75,440.85580000000004,0,1.0,76.5999,0.0,0.0,0.0,Nine
659,1.0,1138.9196,1,1.0,93.2253,0.0,0.5,0.0,Ninja Assassin
660,0.0,245.12369999999999,0,1.0,10.0474,0.0,0.0,0.0,The Ninth Gate
661,0.0,838.0511,0,0.0,0.0,0.0,0.0,0.0,No Good Deed
662,2.75,628.07255,1,2.0,88.4582,0.0,0.3333333333333333,0.0,No Strings Attached
663,2.5,952.8923,1,2.0,160.9171,0.0,0.6666666666666666,0.2,Noah
664,2.3333333333333335,900.5370666666668,1,1.0,118.7222,0.3333333333333333,0.6666666666666666,0.0,Non-Stop
665,5.333333333333333,1364.3781999999999,1,1.0,166.1926,0.0,1.5,0.0,Norbit
666,2.75,737.9585999999999,1,0.0,0.0,0.0,0.0,0.0,North Country
667,1.0,294.9485,0,1.0,0.0,0.0,0.0,0.0,Not Easily Broken
668,3.0,340.8293,0,0.0,0.0,0.0,0.0,0.0,Not Fade Away
669,0.5,270.44847500000003,0,1.0,120.6939,0.0,0.0,0.0,The Notebook
670,3.6666666666666665,271.9014666666667,0,2.0,78.3088,0.0,0.0,0.0,Notorious
671,1.0,1131.78215,1,0.0,431.7595,0.125,0.0,0.0,Now You See Me
672,0.0,867.5122666666667,1,5.0,599.8345,0.0,0.0,0.0,The Number 23
673,2.25,667.5044,2,1.0,13.9967,0.4,1.0,0.0,Nurse Betty
674,0.3333333333333333,1127.3414666666665,1,0.0,0.0,0.0,0.0,0.0,The Nut Job
675,6.0,1094.7325,1,3.0,213.5286,0.0,0.0,0.3333333333333333,The Nutty Professor II: The Klumps
676,1.5,1067.511875,2,1.0,186.0254,0.0,0.0,0.0,Oblivion
677,5.25,1201.5654749999999,2,2.0,74.1062,0.2857142857142857,0.0,0.0,Ocean's Eleven
678,7.0,1273.1506,3,6.0,767.4226,1.75,0.0,0.0,Ocean's Twelve
679,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Oculus
680,3.6666666666666665,635.7280333333334,0,1.0,110.123,0.0,1.0,1.0,Old School
681,1.5,1059.7417,1,1.0,145.8934,0.0,0.0,0.0,Oldboy
682,2.0,235.14985,0,2.0,86.8111,0.5,0.0,0.0,Oliver Twist
683,1.25,1102.7572249999998,1,0.0,223.915,0.0,0.0,0.0,Olympus Has Fallen
684,1.5,944.1014500000001,1,0.0,118.5437,0.0,0.0,0.0,The Omen
685,0.75,432.46347499999996,1,2.0,353.3247,0.6666666666666666,0.0,0.0,Once Upon a Time in Mexico
686,5.0,809.0104,0,2.0,90.4693,0.0,0.0,0.0,Ondine
687,0.3333333333333333,321.42156666666665,0,0.0,14.0684,0.0,0.0,0.0,One Day
688,2.3333333333333335,475.3606333333334,0,0.0,68.5724,0.0,0.0,0.0,One For the Money
689,2.0,2169.3772,1,0.0,0.0,0.0,0.0,0.0,One Hour Photo
690,3.0,648.08,1,0.0,0.0,0.0,0.0,0.0,One Night at McCool's
691,2.0,753.8152249999999,0,1.0,22.1507,0.4,0.0,0.0,Only Lovers Left Alive
692,0.25,502.4779,1,0.0,0.0,0.0,0.0,1.0,The Other Boleyn Girl
693,9.5,1280.52045,2,3.0,436.0734,0.3333333333333333,0.0,0.0,The Other Guys
694,4.75,763.160275,1,1.0,189.3696,0.25,0.0,0.0,The Other Woman
695,0.0,940.3233,1,0.0,0.0,0.0,0.0,0.0,The Others
696,8.5,652.50805,0,6.0,163.4459,0.0,0.0,0.0,Our Brand Is Crisis
697,7.5,1232.0757250000001,1,1.0,3.8937,0.0,0.0,0.0,Our Idiot Brother
698,1.25,1172.4066,2,0.0,43.0122,0.0,0.0,0.0,Out of the Furnace
699,2.6666666666666665,643.3176,1,4.0,78.2763,0.3333333333333333,0.0,0.0,Out of Time
700,1.5,850.706225,1,3.0,1597.0891,0.42857142857142855,0.0,0.0,Oz The Great and Powerful
